bin	chrom	chromStart	chromEnd	name	length	cpgNum	gcNum	perCpg	perGc	obsExp
874	chr22	37983086	37983957	CpG: 83	871	83	577	19.1	66.2	0.87
875	chr22	38038798	38039197	CpG: 39	399	39	298	19.5	74.7	0.71
914	chr22	43174055	43174316	CpG: 21	261	21	176	16.1	67.4	0.72
914	chr22	43186673	43187824	CpG: 108	1151	108	615	18.8	53.4	1.34
873	chr22	37824582	37825612	CpG: 125	1030	125	693	24.3	67.3	1.08
900	chr22	41301384	41302597	CpG: 124	1213	124	854	20.4	70.4	0.83
900	chr22	41345927	41346161	CpG: 20	234	20	147	17.1	62.8	0.87
899	chr22	41285545	41286539	CpG: 98	994	98	618	19.7	62.2	1.02
873	chr22	37849334	37849674	CpG: 35	340	35	231	20.6	67.9	0.89
914	chr22	43209959	43210230	CpG: 22	271	22	173	16.2	63.8	0.8
915	chr22	43342342	43344279	CpG: 218	1937	218	1402	22.5	72.4	0.87
873	chr22	37843785	37844402	CpG: 79	617	79	416	25.6	67.4	1.13
970	chr22	50481024	50482044	CpG: 91	1020	91	665	17.8	65.2	0.84
916	chr22	43411394	43412449	CpG: 112	1055	112	655	21.2	62.1	1.11
916	chr22	43421191	43421450	CpG: 23	259	23	155	17.8	59.8	1
916	chr22	43434979	43435242	CpG: 22	263	22	174	16.7	66.2	0.77
919	chr22	43812067	43812555	CpG: 53	488	53	332	21.7	68	0.94
900	chr22	41381386	41382277	CpG: 97	891	97	645	21.8	72.4	0.85
900	chr22	41395765	41396138	CpG: 30	373	30	235	16.1	63	0.81
901	chr22	41446253	41447915	CpG: 177	1662	177	1158	21.3	69.7	0.88
901	chr22	41468416	41469439	CpG: 69	1023	69	621	13.5	60.7	0.74
901	chr22	41543913	41544684	CpG: 62	771	62	464	16.1	60.2	0.89
970	chr22	50505925	50506177	CpG: 20	252	20	169	15.9	67.1	0.71
970	chr22	50507430	50507692	CpG: 24	262	24	181	18.3	69.1	0.77
970	chr22	50508037	50508581	CpG: 61	544	61	389	22.4	71.5	0.88
919	chr22	43834261	43835179	CpG: 115	918	115	721	25.1	78.5	0.98
919	chr22	43862231	43862732	CpG: 79	501	79	358	31.5	71.5	1.25
919	chr22	43891617	43892181	CpG: 61	564	61	401	21.6	71.1	0.86
920	chr22	43955022	43955782	CpG: 71	760	71	525	18.7	69.1	0.78
920	chr22	43996429	43996789	CpG: 26	360	26	217	14.4	60.3	0.8
920	chr22	43923698	43924633	CpG: 95	935	95	631	20.3	67.5	0.9
920	chr22	44023944	44024910	CpG: 118	966	118	698	24.4	72.3	0.94
875	chr22	38080829	38082875	CpG: 190	2046	190	1451	18.6	70.9	0.74
970	chr22	50525179	50526802	CpG: 180	1623	180	1118	22.2	68.9	0.94
970	chr22	50529354	50532339	CpG: 297	2985	297	2092	19.9	70.1	0.81
875	chr22	38088608	38089714	CpG: 92	1106	92	693	16.6	62.7	0.85
876	chr22	38201778	38202981	CpG: 145	1203	145	835	24.1	69.4	1.01
876	chr22	38214328	38214821	CpG: 67	493	67	349	27.2	70.8	1.09
875	chr22	38120728	38121023	CpG: 20	295	20	187	13.6	63.4	0.67
875	chr22	38132813	38133077	CpG: 27	264	27	182	20.5	68.9	0.86
876	chr22	38181671	38182064	CpG: 36	393	36	261	18.3	66.4	0.83
970	chr22	50562204	50563086	CpG: 66	882	66	632	15	71.7	0.8
970	chr22	50546543	50549712	CpG: 223	3169	223	1936	14.1	61.1	0.75
109	chr22	38272379	38273070	CpG: 81	691	81	496	23.4	71.8	0.91
970	chr22	50577824	50578591	CpG: 74	767	74	559	19.3	72.9	0.73
971	chr22	50600065	50601323	CpG: 103	1258	103	681	16.4	54.1	1.14
971	chr22	50603864	50604994	CpG: 140	1130	140	777	24.8	68.8	1.05
971	chr22	50605404	50605713	CpG: 25	309	25	205	16.2	66.3	0.74
902	chr22	41620771	41621780	CpG: 92	1009	92	619	18.2	61.3	1
937	chr22	46149577	46151509	CpG: 235	1932	235	1432	24.3	74.1	0.89
937	chr22	46214227	46214892	CpG: 54	665	54	413	16.2	62.1	1.07
937	chr22	46249867	46251060	CpG: 130	1193	130	866	21.8	72.6	0.83
937	chr22	46262500	46263435	CpG: 128	935	128	663	27.4	70.9	1.11
937	chr22	46267708	46268149	CpG: 44	441	44	286	20	64.9	0.95
938	chr22	46289482	46289899	CpG: 27	417	27	264	12.9	63.3	0.65
887	chr22	39649530	39649956	CpG: 37	426	37	278	17.4	65.3	0.82
887	chr22	39661936	39662839	CpG: 94	903	94	653	20.8	72.3	0.8
887	chr22	39664745	39665026	CpG: 23	281	23	185	16.4	65.8	0.76
887	chr22	39679072	39679436	CpG: 37	364	37	255	20.3	70.1	0.83
887	chr22	39685514	39686550	CpG: 97	1036	97	754	18.7	72.8	0.71
938	chr22	46296313	46297452	CpG: 93	1139	93	718	16.3	63	0.82
938	chr22	46331481	46331806	CpG: 24	325	24	203	14.8	62.5	0.76
881	chr22	38843004	38844420	CpG: 194	1416	194	1022	27.4	72.2	1.05
881	chr22	38866333	38867206	CpG: 83	873	83	588	19	67.4	0.88
881	chr22	38871534	38873155	CpG: 135	1621	135	939	16.7	57.9	1
890	chr22	39994480	39995486	CpG: 108	1006	108	642	21.5	63.8	1.06
890	chr22	40021349	40021866	CpG: 36	517	36	347	13.9	67.1	0.62
890	chr22	40044848	40045806	CpG: 140	958	140	718	29.2	74.9	1.06
938	chr22	46335482	46336440	CpG: 105	958	105	671	21.9	70	0.9
924	chr22	44496513	44498411	CpG: 159	1898	159	1249	16.8	65.8	0.79
925	chr22	44668279	44669212	CpG: 103	933	103	662	22.1	71	0.88
926	chr22	44701875	44702921	CpG: 101	1046	101	643	19.3	61.5	1.02
926	chr22	44729101	44729975	CpG: 57	874	57	571	13	65.3	0.62
926	chr22	44736776	44737512	CpG: 54	736	54	487	14.7	66.2	0.67
883	chr22	39145017	39146132	CpG: 107	1115	107	752	19.2	67.4	0.85
883	chr22	39152097	39153661	CpG: 141	1564	141	934	18	59.7	1.02
938	chr22	46364553	46364782	CpG: 18	229	18	161	15.7	70.3	0.64
938	chr22	46366838	46367073	CpG: 23	235	23	174	19.6	74	0.73
938	chr22	46374536	46374974	CpG: 35	438	35	293	16	66.9	0.71
938	chr22	46381809	46382032	CpG: 25	223	25	164	22.4	73.5	0.83
938	chr22	46389274	46389484	CpG: 20	210	20	143	19	68.1	0.82
939	chr22	46409716	46410109	CpG: 32	393	32	251	16.3	63.9	0.8
939	chr22	46439087	46439388	CpG: 24	301	24	193	15.9	64.1	0.78
939	chr22	46463718	46464332	CpG: 66	614	66	400	21.5	65.1	1.05
940	chr22	46533420	46538964	CpG: 489	5544	489	3565	17.6	64.3	0.86
940	chr22	46576564	46577712	CpG: 137	1148	137	701	23.9	61.1	1.28
940	chr22	46618391	46618801	CpG: 28	410	28	278	13.7	67.8	0.66
940	chr22	46621458	46621757	CpG: 29	299	29	228	19.4	76.3	0.67
940	chr22	46626560	46626762	CpG: 14	202	14	139	13.9	68.8	0.67
940	chr22	46626855	46627313	CpG: 33	458	33	295	14.4	64.4	0.7
940	chr22	46631469	46632013	CpG: 35	544	35	346	12.9	63.6	0.64
940	chr22	46658134	46658377	CpG: 22	243	22	170	18.1	70	0.74
941	chr22	46662973	46663217	CpG: 19	244	19	169	15.6	69.3	0.65
941	chr22	46673626	46673903	CpG: 28	277	28	180	20.2	65	0.97
941	chr22	46678761	46678982	CpG: 20	221	20	149	18.1	67.4	0.8
884	chr22	39231585	39231806	CpG: 23	221	23	153	20.8	69.2	0.87
884	chr22	39242197	39244894	CpG: 277	2697	277	1842	20.5	68.3	0.88
941	chr22	46685853	46686148	CpG: 24	295	24	163	16.3	55.3	1.07
941	chr22	46701291	46701704	CpG: 37	413	37	277	17.9	67.1	0.81
941	chr22	46737757	46738686	CpG: 111	929	111	672	23.9	72.3	0.91
884	chr22	39319468	39319940	CpG: 55	472	55	289	23.3	61.2	1.24
941	chr22	46762170	46763083	CpG: 73	913	73	571	16	62.5	0.84
942	chr22	46793587	46793810	CpG: 19	223	19	158	17	70.9	0.68
942	chr22	46859017	46860528	CpG: 102	1511	102	919	13.5	60.8	0.74
943	chr22	47028318	47028579	CpG: 19	261	19	175	14.6	67	0.67
944	chr22	47061004	47061265	CpG: 20	261	20	164	15.3	62.8	0.8
944	chr22	47117306	47117689	CpG: 26	383	26	254	13.6	66.3	0.62
944	chr22	47162629	47162870	CpG: 18	241	18	166	14.9	68.9	0.78
892	chr22	40346399	40346724	CpG: 31	325	31	219	19.1	67.4	0.84
893	chr22	40370455	40371029	CpG: 68	574	68	391	23.7	68.1	1.03
893	chr22	40418812	40419098	CpG: 22	286	22	194	15.4	67.8	0.67
895	chr22	40636125	40637268	CpG: 107	1143	107	736	18.7	64.4	0.9
885	chr22	39349655	39350629	CpG: 128	974	128	727	26.3	74.6	0.95
885	chr22	39374335	39374552	CpG: 19	217	19	138	17.5	63.6	0.88
885	chr22	39381660	39381882	CpG: 18	222	18	152	16.2	68.5	0.72
885	chr22	39399623	39400166	CpG: 55	543	55	392	20.3	72.2	0.78
927	chr22	44916338	44916595	CpG: 21	257	21	187	16.3	72.8	0.69
928	chr22	45007008	45010491	CpG: 344	3483	344	2173	19.8	62.4	1.02
886	chr22	39456200	39457987	CpG: 195	1787	195	1201	21.8	67.2	0.97
886	chr22	39487510	39489005	CpG: 141	1495	141	1011	18.9	67.6	0.83
859	chr22	36028171	36029255	CpG: 131	1084	131	745	24.2	68.7	1.02
886	chr22	39502095	39502784	CpG: 60	689	60	492	17.4	71.4	0.68
886	chr22	39519617	39520992	CpG: 122	1375	122	880	17.7	64	0.87
929	chr22	45202840	45203199	CpG: 26	359	26	237	14.5	66	0.66
930	chr22	45240189	45240832	CpG: 60	643	60	411	18.7	63.9	0.91
930	chr22	45284763	45285135	CpG: 40	372	40	283	21.5	76.1	0.75
930	chr22	45309630	45310735	CpG: 111	1105	111	774	20.1	70	0.82
966	chr22	49959948	49963567	CpG: 398	3619	398	2519	22	69.6	0.91
896	chr22	40789193	40789412	CpG: 21	219	21	150	19.2	68.5	0.82
896	chr22	40819131	40819572	CpG: 43	441	43	301	19.5	68.3	0.84
966	chr22	50014627	50015708	CpG: 119	1081	119	803	22	74.3	0.81
966	chr22	50026379	50026580	CpG: 16	201	16	126	15.9	62.7	0.83
966	chr22	50030025	50030924	CpG: 71	899	71	634	15.8	70.5	0.64
966	chr22	50031437	50031991	CpG: 39	554	39	373	14.1	67.3	0.62
966	chr22	50044921	50045150	CpG: 17	229	17	140	14.8	61.1	0.81
966	chr22	50058012	50058964	CpG: 100	952	100	686	21	72.1	0.81
967	chr22	50076712	50077045	CpG: 25	333	25	194	15	58.3	0.89
954	chr22	48489072	48491231	CpG: 203	2159	203	1384	18.8	64.1	0.92
955	chr22	48500563	48500779	CpG: 17	216	17	134	15.7	62	0.82
955	chr22	48560078	48560294	CpG: 15	216	15	139	13.9	64.4	0.68
955	chr22	48575045	48577135	CpG: 290	2090	290	1549	27.8	74.1	1.01
955	chr22	48581364	48581571	CpG: 16	207	16	128	15.5	61.8	0.84
955	chr22	48623105	48623505	CpG: 47	400	47	280	23.5	70	1
956	chr22	48641547	48641749	CpG: 18	202	18	144	17.8	71.3	0.92
956	chr22	48646559	48646820	CpG: 26	261	26	181	19.9	69.3	0.83
956	chr22	48667726	48668088	CpG: 24	362	24	229	13.3	63.3	0.68
956	chr22	48678862	48679728	CpG: 67	866	67	628	15.5	72.5	0.91
956	chr22	48692946	48693150	CpG: 17	204	17	124	16.7	60.8	0.91
956	chr22	48742439	48742710	CpG: 26	271	26	190	19.2	70.1	0.88
956	chr22	48745237	48745549	CpG: 26	312	26	210	16.7	67.3	0.74
956	chr22	48749924	48751396	CpG: 103	1472	103	868	14	59	0.81
896	chr22	40856142	40857236	CpG: 88	1094	88	700	16.1	64	0.79
897	chr22	40950632	40951755	CpG: 101	1123	101	707	18	63	0.93
931	chr22	45413017	45414072	CpG: 92	1055	92	714	17.4	67.7	0.79
898	chr22	41091257	41093155	CpG: 180	1898	180	1207	19	63.6	0.94
967	chr22	50089852	50090656	CpG: 75	804	75	516	18.7	64.2	0.91
967	chr22	50091132	50091369	CpG: 18	237	18	153	15.2	64.6	0.73
867	chr22	37051649	37052198	CpG: 53	549	53	324	19.3	59	1.11
932	chr22	45502414	45503477	CpG: 103	1063	103	735	19.4	69.1	0.81
967	chr22	50169394	50171198	CpG: 215	1804	215	1342	23.8	74.4	0.86
967	chr22	50176849	50179471	CpG: 238	2622	238	1733	18.2	66.1	0.83
964	chr22	49775964	49776216	CpG: 21	252	21	176	16.7	69.8	0.69
964	chr22	49777021	49777303	CpG: 26	282	26	190	18.4	67.4	0.82
964	chr22	49784072	49784573	CpG: 45	501	45	335	18	66.9	0.8
964	chr22	49802174	49802737	CpG: 37	563	37	353	13.1	62.7	0.77
965	chr22	49823509	49824015	CpG: 44	506	44	328	17.4	64.8	0.83
965	chr22	49826470	49828021	CpG: 215	1551	215	1121	27.7	72.3	1.06
964	chr22	49771216	49771865	CpG: 58	649	58	418	17.9	64.4	0.87
909	chr22	42513969	42514241	CpG: 20	272	20	186	14.7	68.4	0.63
909	chr22	42519506	42519993	CpG: 54	487	54	318	22.2	65.3	1.04
933	chr22	45671571	45672610	CpG: 97	1039	97	660	18.7	63.5	0.94
867	chr22	37069016	37069291	CpG: 34	275	34	198	24.7	72	0.96
868	chr22	37097664	37098134	CpG: 39	470	39	328	16.6	69.8	0.74
935	chr22	45922813	45923207	CpG: 35	394	35	262	17.8	66.5	0.8
935	chr22	45931032	45931374	CpG: 39	342	39	230	22.8	67.3	1.01
935	chr22	45970846	45972846	CpG: 192	2000	192	1326	19.2	66.3	0.88
935	chr22	45975589	45979354	CpG: 308	3765	308	2395	16.4	63.6	0.81
967	chr22	50184735	50186797	CpG: 170	2062	170	1204	16.5	58.4	0.98
967	chr22	50190520	50190820	CpG: 25	300	25	198	16.7	66	0.77
967	chr22	50194278	50194612	CpG: 30	334	30	229	18	68.6	0.77
967	chr22	50197876	50198568	CpG: 59	692	59	487	17.1	70.4	0.69
120	chr22	50200218	50201960	CpG: 232	1742	232	1313	26.6	75.4	0.94
868	chr22	37182192	37182620	CpG: 33	428	33	256	15.4	59.8	0.86
868	chr22	37198625	37199671	CpG: 92	1046	92	723	17.6	69.1	0.75
965	chr22	49852942	49854495	CpG: 207	1553	207	1107	26.7	71.3	1.05
965	chr22	49856512	49856865	CpG: 32	353	32	235	18.1	66.6	0.84
965	chr22	49886391	49886728	CpG: 26	337	26	208	15.4	61.7	0.81
868	chr22	37206962	37207714	CpG: 65	752	65	508	17.3	67.6	0.76
968	chr22	50206186	50206450	CpG: 25	264	25	165	18.9	62.5	0.97
968	chr22	50216716	50217382	CpG: 55	666	55	446	16.5	67	0.74
968	chr22	50218079	50218591	CpG: 34	512	34	338	13.3	66	0.61
968	chr22	50219051	50219508	CpG: 34	457	34	307	14.9	67.2	0.68
965	chr22	49918120	49918651	CpG: 54	531	54	322	20.3	60.6	1.12
965	chr22	49928922	49929803	CpG: 88	881	88	609	20	69.1	0.84
909	chr22	42553586	42554298	CpG: 69	712	69	518	19.4	72.8	0.77
909	chr22	42575794	42576200	CpG: 28	406	28	277	13.8	68.2	0.61
899	chr22	41205065	41205472	CpG: 34	407	34	249	16.7	61.2	0.89
899	chr22	41237548	41238838	CpG: 125	1290	125	931	19.4	72.2	0.74
968	chr22	50220564	50220971	CpG: 29	407	29	259	14.3	63.6	0.7
968	chr22	50244758	50245465	CpG: 82	707	82	438	23.2	62	1.24
862	chr22	36322405	36322715	CpG: 24	310	24	208	15.5	67.1	0.69
862	chr22	36386920	36388447	CpG: 159	1527	159	1106	20.8	72.4	0.79
910	chr22	42648930	42649673	CpG: 71	743	71	479	19.1	64.5	0.92
910	chr22	42692912	42693662	CpG: 61	750	61	492	16.3	65.6	0.76
910	chr22	42720145	42721115	CpG: 107	970	107	656	22.1	67.6	0.99
863	chr22	36497929	36498185	CpG: 18	256	18	164	14.1	64.1	0.71
863	chr22	36505977	36507251	CpG: 128	1274	128	891	20.1	69.9	0.82
870	chr22	37373130	37375404	CpG: 163	2274	163	1428	14.3	62.8	0.74
870	chr22	37419764	37420438	CpG: 66	674	66	417	19.6	61.9	1.04
870	chr22	37427207	37428084	CpG: 72	877	72	441	16.4	50.3	1.3
968	chr22	50250731	50251738	CpG: 101	1007	101	747	20.1	74.2	0.73
968	chr22	50261040	50261929	CpG: 113	889	113	642	25.4	72.2	0.98
871	chr22	37515972	37516251	CpG: 22	279	22	191	15.8	68.5	0.7
871	chr22	37518761	37519876	CpG: 137	1115	137	808	24.6	72.5	0.94
871	chr22	37560095	37561919	CpG: 183	1824	183	1244	20.1	68.2	0.86
871	chr22	37566474	37566812	CpG: 23	338	23	231	13.6	68.3	0.61
863	chr22	36528888	36529581	CpG: 76	693	76	449	21.9	64.8	1.04
863	chr22	36564286	36565007	CpG: 53	721	53	431	14.7	59.8	0.86
865	chr22	36703426	36703666	CpG: 28	240	28	188	23.3	78.3	0.76
968	chr22	50266977	50268124	CpG: 131	1147	131	834	22.8	72.7	0.87
968	chr22	50269761	50272004	CpG: 175	2243	175	1346	15.6	60	0.87
871	chr22	37608436	37609264	CpG: 85	828	85	550	20.5	66.4	0.93
865	chr22	36775722	36776625	CpG: 61	903	61	543	13.5	60.1	0.75
886	chr22	39532298	39533066	CpG: 61	768	61	510	15.9	66.4	0.72
878	chr22	38467876	38468258	CpG: 52	382	52	289	27.2	75.7	0.95
878	chr22	38505548	38506900	CpG: 145	1352	145	863	21.4	63.8	1.06
911	chr22	42856647	42857661	CpG: 125	1014	125	698	24.7	68.8	1.05
912	chr22	42869984	42870277	CpG: 26	293	26	187	17.7	63.8	0.88
913	chr22	43014415	43015504	CpG: 113	1089	113	770	20.8	70.7	0.88
968	chr22	50277589	50278227	CpG: 46	638	46	412	14.4	64.6	0.7
968	chr22	50280550	50284205	CpG: 245	3655	245	2376	13.4	65	0.63
968	chr22	50285241	50285806	CpG: 38	565	38	419	13.5	74.2	0.61
968	chr22	50287040	50287389	CpG: 29	349	29	248	16.6	71.1	0.66
968	chr22	50287679	50288091	CpG: 35	412	35	293	17	71.1	0.67
968	chr22	50289012	50290225	CpG: 89	1213	89	758	14.7	62.5	0.75
968	chr22	50299380	50300532	CpG: 126	1152	126	812	21.9	70.5	0.88
968	chr22	50306986	50307693	CpG: 94	707	94	553	26.6	78.2	0.87
872	chr22	37658396	37659443	CpG: 133	1047	133	699	25.4	66.8	1.14
968	chr22	50316913	50317123	CpG: 22	210	22	178	21	84.8	0.94
968	chr22	50326618	50327680	CpG: 137	1062	137	763	25.8	71.8	1
872	chr22	37677030	37677405	CpG: 30	375	30	259	16	69.1	0.67
872	chr22	37745754	37746992	CpG: 128	1238	128	846	20.7	68.3	0.89
867	chr22	37018278	37020008	CpG: 154	1730	154	1145	17.8	66.2	0.81
867	chr22	37024184	37024859	CpG: 89	675	89	483	26.4	71.6	1.03
